UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,ISBN,Creator,Subjects,Publisher,PublicationYear
Physical,Horizon,BOOK,2012,8,3,Attack of the fluffy bunnies / written by Andrea Beaty ; illustrated by Dan Santat.,NA,"Beaty, Andrea","Extraterrestrial beings Fiction, Camps Juvenile fiction, Twins Juvenile fiction, Brothers and sisters Fiction, Humorous stories","Amulet Books,",2010.
Physical,Horizon,BOOK,2012,8,7,Artist Ted / by Andrea Beaty and Pascal Lemaitre [illustrator].,NA,"Beaty, Andrea","Artists Juvenile fiction, Schools Fiction, Imagination Fiction, Humorous stories","Margaret K. McElderry Books,",2012.
Physical,Horizon,BOOK,2012,9,8,Hide and sheep / by Andrea Beaty ; illustrated by Bill Mayer.,NA,"Beaty, Andrea","Sheep Fiction, Counting Fiction, Stories in rhyme Juvenile fiction","Margaret K. McElderry Books,",2011.
Physical,Horizon,BOOK,2012,9,1,Cicada summer / Andrea Beaty.,NA,"Beaty, Andrea","Brothers and sisters Fiction, Emotional problems Fiction, Death Juvenile fiction, Grief Juvenile fiction, Secrets Juvenile fiction, Illinois Juvenile fiction","Amulet Books,",2008.
Physical,Horizon,BOOK,2012,9,10,Artist Ted / by Andrea Beaty and Pascal Lemaitre [illustrator].,NA,"Beaty, Andrea","Artists Juvenile fiction, Schools Fiction, Imagination Fiction, Humorous stories","Margaret K. McElderry Books,",2012.
Physical,Horizon,BOOK,2012,9,4,"Iggy Peck, architect / by Andrea Beaty ; illustrated by David Roberts.",NA,"Beaty, Andrea","Building Juvenile fiction, Schools Juvenile fiction, School field trips Juvenile fiction, Stories in rhyme","Abrams Books for Young Readers,",2007.
Physical,Horizon,BOOK,2012,9,18,Firefighter Ted / by Andrea Beaty ; and Pascal Lemaitre.,NA,"Beaty, Andrea","Fire fighters Juvenile fiction, Schools Fiction, Imagination Fiction, Humorous stories","Margaret K. McElderry Books,",2009.
Physical,Horizon,BOOK,2012,9,1,Attack of the fluffy bunnies / written by Andrea Beaty ; illustrated by Dan Santat.,NA,"Beaty, Andrea","Extraterrestrial beings Fiction, Camps Juvenile fiction, Twins Juvenile fiction, Brothers and sisters Fiction, Humorous stories","Amulet Books,",2010.
Physical,Horizon,BOOK,2012,9,7,When giants come to play / written by Andrea Beaty ; illustrated by Kevin Hawkes.,NA,"Beaty, Andrea","Giants Juvenile fiction, Games Juvenile fiction","Abrams Books for Young Readers,",2006.
Physical,Horizon,BOOK,2012,9,11,Doctor Ted / by Andrea Beaty and [illustrator] Pascal Lemaître.,NA,"Beaty, Andrea","Physicians Juvenile fiction, Medical fiction, Imagination Fiction","Margaret K. McElderry Books,",2008.
Physical,Horizon,BOOK,2012,9,7,"Hush, Baby Ghostling / by Andrea Beaty ; and [illustrated by] Pascal Lemaitre.",NA,"Beaty, Andrea","Bedtime Juvenile fiction, Ghosts Fiction, Mother and child Juvenile fiction, Monsters Juvenile fiction","Margaret K. McElderry Books,",c2009.
Physical,Horizon,BOOK,2012,10,4,When giants come to play / written by Andrea Beaty ; illustrated by Kevin Hawkes.,NA,"Beaty, Andrea","Giants Juvenile fiction, Games Juvenile fiction","Abrams Books for Young Readers,",2006.
Physical,Horizon,BOOK,2012,10,4,"Iggy Peck, architect / by Andrea Beaty ; illustrated by David Roberts.",NA,"Beaty, Andrea","Building Juvenile fiction, Schools Juvenile fiction, School field trips Juvenile fiction, Stories in rhyme","Abrams Books for Young Readers,",2007.
Physical,Horizon,BOOK,2012,10,11,Doctor Ted / by Andrea Beaty and [illustrator] Pascal Lemaître.,NA,"Beaty, Andrea","Physicians Juvenile fiction, Medical fiction, Imagination Fiction","Margaret K. McElderry Books,",2008.
Physical,Horizon,BOOK,2012,10,26,Firefighter Ted / by Andrea Beaty ; and Pascal Lemaitre.,NA,"Beaty, Andrea","Fire fighters Juvenile fiction, Schools Fiction, Imagination Fiction, Humorous stories","Margaret K. McElderry Books,",2009.
Physical,Horizon,BOOK,2012,10,6,Attack of the fluffy bunnies / written by Andrea Beaty ; illustrated by Dan Santat.,NA,"Beaty, Andrea","Extraterrestrial beings Fiction, Camps Juvenile fiction, Twins Juvenile fiction, Brothers and sisters Fiction, Humorous stories","Amulet Books,",2010.
Physical,Horizon,BOOK,2012,10,15,Hide and sheep / by Andrea Beaty ; illustrated by Bill Mayer.,NA,"Beaty, Andrea","Sheep Fiction, Counting Fiction, Stories in rhyme Juvenile fiction","Margaret K. McElderry Books,",2011.
Physical,Horizon,BOOK,2012,10,6,Artist Ted / by Andrea Beaty and Pascal Lemaitre [illustrator].,NA,"Beaty, Andrea","Artists Juvenile fiction, Schools Fiction, Imagination Fiction, Humorous stories","Margaret K. McElderry Books,",2012.
Physical,Horizon,BOOK,2012,10,14,"Hush, Baby Ghostling / by Andrea Beaty ; and [illustrated by] Pascal Lemaitre.",NA,"Beaty, Andrea","Bedtime Juvenile fiction, Ghosts Fiction, Mother and child Juvenile fiction, Monsters Juvenile fiction","Margaret K. McElderry Books,",c2009.
Physical,Horizon,BOOK,2012,11,1,Cicada summer / Andrea Beaty.,NA,"Beaty, Andrea","Brothers and sisters Fiction, Emotional problems Fiction, Death Juvenile fiction, Grief Juvenile fiction, Secrets Juvenile fiction, Illinois Juvenile fiction","Amulet Books,",2008.
Physical,Horizon,BOOK,2012,11,5,When giants come to play / written by Andrea Beaty ; illustrated by Kevin Hawkes.,NA,"Beaty, Andrea","Giants Juvenile fiction, Games Juvenile fiction","Abrams Books for Young Readers,",2006.
Physical,Horizon,BOOK,2012,11,10,Doctor Ted / by Andrea Beaty and [illustrator] Pascal Lemaître.,NA,"Beaty, Andrea","Physicians Juvenile fiction, Medical fiction, Imagination Fiction","Margaret K. McElderry Books,",2008.
Physical,Horizon,BOOK,2012,11,9,"Iggy Peck, architect / by Andrea Beaty ; illustrated by David Roberts.",NA,"Beaty, Andrea","Building Juvenile fiction, Schools Juvenile fiction, School field trips Juvenile fiction, Stories in rhyme","Abrams Books for Young Readers,",2007.
Physical,Horizon,BOOK,2012,11,9,Artist Ted / by Andrea Beaty and Pascal Lemaitre [illustrator].,NA,"Beaty, Andrea","Artists Juvenile fiction, Schools Fiction, Imagination Fiction, Humorous stories","Margaret K. McElderry Books,",2012.
Physical,Horizon,BOOK,2012,11,2,Attack of the fluffy bunnies / written by Andrea Beaty ; illustrated by Dan Santat.,NA,"Beaty, Andrea","Extraterrestrial beings Fiction, Camps Juvenile fiction, Twins Juvenile fiction, Brothers and sisters Fiction, Humorous stories","Amulet Books,",2010.
Physical,Horizon,BOOK,2012,11,5,"Hush, Baby Ghostling / by Andrea Beaty ; and [illustrated by] Pascal Lemaitre.",NA,"Beaty, Andrea","Bedtime Juvenile fiction, Ghosts Fiction, Mother and child Juvenile fiction, Monsters Juvenile fiction","Margaret K. McElderry Books,",c2009.
Physical,Horizon,BOOK,2012,11,8,Hide and sheep / by Andrea Beaty ; illustrated by Bill Mayer.,NA,"Beaty, Andrea","Sheep Fiction, Counting Fiction, Stories in rhyme Juvenile fiction","Margaret K. McElderry Books,",2011.
Physical,Horizon,BOOK,2012,11,15,Firefighter Ted / by Andrea Beaty ; and Pascal Lemaitre.,NA,"Beaty, Andrea","Fire fighters Juvenile fiction, Schools Fiction, Imagination Fiction, Humorous stories","Margaret K. McElderry Books,",2009.
Physical,Horizon,BOOK,2012,12,2,When giants come to play / written by Andrea Beaty ; illustrated by Kevin Hawkes.,NA,"Beaty, Andrea","Giants Juvenile fiction, Games Juvenile fiction","Abrams Books for Young Readers,",2006.
Physical,Horizon,BOOK,2012,12,11,Doctor Ted / by Andrea Beaty and [illustrator] Pascal Lemaître.,NA,"Beaty, Andrea","Physicians Juvenile fiction, Medical fiction, Imagination Fiction","Margaret K. McElderry Books,",2008.
Physical,Horizon,BOOK,2012,12,1,Cicada summer / Andrea Beaty.,NA,"Beaty, Andrea","Brothers and sisters Fiction, Emotional problems Fiction, Death Juvenile fiction, Grief Juvenile fiction, Secrets Juvenile fiction, Illinois Juvenile fiction","Amulet Books,",2008.
Physical,Horizon,BOOK,2012,12,5,Attack of the fluffy bunnies / written by Andrea Beaty ; illustrated by Dan Santat.,NA,"Beaty, Andrea","Extraterrestrial beings Fiction, Camps Juvenile fiction, Twins Juvenile fiction, Brothers and sisters Fiction, Humorous stories","Amulet Books,",2010.
Physical,Horizon,BOOK,2012,12,4,"Hush, Baby Ghostling / by Andrea Beaty ; and [illustrated by] Pascal Lemaitre.",NA,"Beaty, Andrea","Bedtime Juvenile fiction, Ghosts Fiction, Mother and child Juvenile fiction, Monsters Juvenile fiction","Margaret K. McElderry Books,",c2009.
Physical,Horizon,BOOK,2012,12,3,Artist Ted / by Andrea Beaty and Pascal Lemaitre [illustrator].,NA,"Beaty, Andrea","Artists Juvenile fiction, Schools Fiction, Imagination Fiction, Humorous stories","Margaret K. McElderry Books,",2012.
Physical,Horizon,BOOK,2012,12,9,"Iggy Peck, architect / by Andrea Beaty ; illustrated by David Roberts.",NA,"Beaty, Andrea","Building Juvenile fiction, Schools Juvenile fiction, School field trips Juvenile fiction, Stories in rhyme","Abrams Books for Young Readers,",2007.
Physical,Horizon,BOOK,2012,12,11,Firefighter Ted / by Andrea Beaty ; and Pascal Lemaitre.,NA,"Beaty, Andrea","Fire fighters Juvenile fiction, Schools Fiction, Imagination Fiction, Humorous stories","Margaret K. McElderry Books,",2009.
Physical,Horizon,BOOK,2012,12,9,Hide and sheep / by Andrea Beaty ; illustrated by Bill Mayer.,NA,"Beaty, Andrea","Sheep Fiction, Counting Fiction, Stories in rhyme Juvenile fiction","Margaret K. McElderry Books,",2011.
Physical,Horizon,BOOK,2013,1,5,"Iggy Peck, architect / by Andrea Beaty ; illustrated by David Roberts.",NA,"Beaty, Andrea","Building Juvenile fiction, Schools Juvenile fiction, School field trips Juvenile fiction, Stories in rhyme","Abrams Books for Young Readers,",2007.
Physical,Horizon,BOOK,2013,1,8,Artist Ted / by Andrea Beaty and Pascal Lemaitre [illustrator].,NA,"Beaty, Andrea","Artists Juvenile fiction, Schools Fiction, Imagination Fiction, Humorous stories","Margaret K. McElderry Books,",2012.
Physical,Horizon,BOOK,2013,1,8,When giants come to play / written by Andrea Beaty ; illustrated by Kevin Hawkes.,NA,"Beaty, Andrea","Giants Juvenile fiction, Games Juvenile fiction","Abrams Books for Young Readers,",2006.
Physical,Horizon,BOOK,2013,1,4,Attack of the fluffy bunnies / written by Andrea Beaty ; illustrated by Dan Santat.,NA,"Beaty, Andrea","Extraterrestrial beings Fiction, Camps Juvenile fiction, Twins Juvenile fiction, Brothers and sisters Fiction, Humorous stories","Amulet Books,",2010.
Physical,Horizon,BOOK,2013,1,11,Hide and sheep / by Andrea Beaty ; illustrated by Bill Mayer.,NA,"Beaty, Andrea","Sheep Fiction, Counting Fiction, Stories in rhyme Juvenile fiction","Margaret K. McElderry Books,",2011.
Physical,Horizon,BOOK,2013,1,17,Firefighter Ted / by Andrea Beaty ; and Pascal Lemaitre.,NA,"Beaty, Andrea","Fire fighters Juvenile fiction, Schools Fiction, Imagination Fiction, Humorous stories","Margaret K. McElderry Books,",2009.
Physical,Horizon,BOOK,2013,1,12,Doctor Ted / by Andrea Beaty and [illustrator] Pascal Lemaître.,NA,"Beaty, Andrea","Physicians Juvenile fiction, Medical fiction, Imagination Fiction","Margaret K. McElderry Books,",2008.
Physical,Horizon,BOOK,2013,1,5,"Hush, Baby Ghostling / by Andrea Beaty ; and [illustrated by] Pascal Lemaitre.",NA,"Beaty, Andrea","Bedtime Juvenile fiction, Ghosts Fiction, Mother and child Juvenile fiction, Monsters Juvenile fiction","Margaret K. McElderry Books,",c2009.
Physical,Horizon,BOOK,2013,2,4,When giants come to play / written by Andrea Beaty ; illustrated by Kevin Hawkes.,NA,"Beaty, Andrea","Giants Juvenile fiction, Games Juvenile fiction","Abrams Books for Young Readers,",2006.
Physical,Horizon,BOOK,2013,2,10,Hide and sheep / by Andrea Beaty ; illustrated by Bill Mayer.,NA,"Beaty, Andrea","Sheep Fiction, Counting Fiction, Stories in rhyme Juvenile fiction","Margaret K. McElderry Books,",2011.
Physical,Horizon,BOOK,2013,2,10,"Iggy Peck, architect / by Andrea Beaty ; illustrated by David Roberts.",NA,"Beaty, Andrea","Building Juvenile fiction, Schools Juvenile fiction, School field trips Juvenile fiction, Stories in rhyme","Abrams Books for Young Readers,",2007.
Physical,Horizon,BOOK,2013,2,4,Attack of the fluffy bunnies / written by Andrea Beaty ; illustrated by Dan Santat.,NA,"Beaty, Andrea","Extraterrestrial beings Fiction, Camps Juvenile fiction, Twins Juvenile fiction, Brothers and sisters Fiction, Humorous stories","Amulet Books,",2010.
Physical,Horizon,BOOK,2013,2,10,Artist Ted / by Andrea Beaty and Pascal Lemaitre [illustrator].,NA,"Beaty, Andrea","Artists Juvenile fiction, Schools Fiction, Imagination Fiction, Humorous stories","Margaret K. McElderry Books,",2012.
Physical,Horizon,BOOK,2013,2,8,"Hush, Baby Ghostling / by Andrea Beaty ; and [illustrated by] Pascal Lemaitre.",NA,"Beaty, Andrea","Bedtime Juvenile fiction, Ghosts Fiction, Mother and child Juvenile fiction, Monsters Juvenile fiction","Margaret K. McElderry Books,",c2009.
Physical,Horizon,BOOK,2013,2,10,Doctor Ted / by Andrea Beaty and [illustrator] Pascal Lemaître.,NA,"Beaty, Andrea","Physicians Juvenile fiction, Medical fiction, Imagination Fiction","Margaret K. McElderry Books,",2008.
Physical,Horizon,BOOK,2013,2,19,Firefighter Ted / by Andrea Beaty ; and Pascal Lemaitre.,NA,"Beaty, Andrea","Fire fighters Juvenile fiction, Schools Fiction, Imagination Fiction, Humorous stories","Margaret K. McElderry Books,",2009.
Physical,Horizon,BOOK,2013,3,1,Cicada summer / Andrea Beaty.,NA,"Beaty, Andrea","Brothers and sisters Fiction, Emotional problems Fiction, Death Juvenile fiction, Grief Juvenile fiction, Secrets Juvenile fiction, Illinois Juvenile fiction","Amulet Books,",2008.
Physical,Horizon,BOOK,2013,3,15,Firefighter Ted / by Andrea Beaty ; and Pascal Lemaitre.,NA,"Beaty, Andrea","Fire fighters Juvenile fiction, Schools Fiction, Imagination Fiction, Humorous stories","Margaret K. McElderry Books,",2009.
Physical,Horizon,BOOK,2013,3,15,Artist Ted / by Andrea Beaty and Pascal Lemaitre [illustrator].,NA,"Beaty, Andrea","Artists Juvenile fiction, Schools Fiction, Imagination Fiction, Humorous stories","Margaret K. McElderry Books,",2012.
Physical,Horizon,BOOK,2013,3,7,"Iggy Peck, architect / by Andrea Beaty ; illustrated by David Roberts.",NA,"Beaty, Andrea","Building Juvenile fiction, Schools Juvenile fiction, School field trips Juvenile fiction, Stories in rhyme","Abrams Books for Young Readers,",2007.
Physical,Horizon,BOOK,2013,3,10,Doctor Ted / by Andrea Beaty and [illustrator] Pascal Lemaître.,NA,"Beaty, Andrea","Physicians Juvenile fiction, Medical fiction, Imagination Fiction","Margaret K. McElderry Books,",2008.
Physical,Horizon,BOOK,2013,3,4,When giants come to play / written by Andrea Beaty ; illustrated by Kevin Hawkes.,NA,"Beaty, Andrea","Giants Juvenile fiction, Games Juvenile fiction","Abrams Books for Young Readers,",2006.
Physical,Horizon,BOOK,2013,3,11,Hide and sheep / by Andrea Beaty ; illustrated by Bill Mayer.,NA,"Beaty, Andrea","Sheep Fiction, Counting Fiction, Stories in rhyme Juvenile fiction","Margaret K. McElderry Books,",2011.
Physical,Horizon,BOOK,2013,3,11,"Hush, Baby Ghostling / by Andrea Beaty ; and [illustrated by] Pascal Lemaitre.",NA,"Beaty, Andrea","Bedtime Juvenile fiction, Ghosts Fiction, Mother and child Juvenile fiction, Monsters Juvenile fiction","Margaret K. McElderry Books,",c2009.
Physical,Horizon,BOOK,2013,3,7,Attack of the fluffy bunnies / written by Andrea Beaty ; illustrated by Dan Santat.,NA,"Beaty, Andrea","Extraterrestrial beings Fiction, Camps Juvenile fiction, Twins Juvenile fiction, Brothers and sisters Fiction, Humorous stories","Amulet Books,",2010.
Physical,Horizon,BOOK,2013,4,6,"Hush, Baby Ghostling / by Andrea Beaty ; and [illustrated by] Pascal Lemaitre.",NA,"Beaty, Andrea","Bedtime Juvenile fiction, Ghosts Fiction, Mother and child Juvenile fiction, Monsters Juvenile fiction","Margaret K. McElderry Books,",c2009.
Physical,Horizon,BOOK,2013,4,8,Artist Ted / by Andrea Beaty and Pascal Lemaitre [illustrator].,NA,"Beaty, Andrea","Artists Juvenile fiction, Schools Fiction, Imagination Fiction, Humorous stories","Margaret K. McElderry Books,",2012.
Physical,Horizon,BOOK,2013,4,3,When giants come to play / written by Andrea Beaty ; illustrated by Kevin Hawkes.,NA,"Beaty, Andrea","Giants Juvenile fiction, Games Juvenile fiction","Abrams Books for Young Readers,",2006.
Physical,Horizon,BOOK,2013,4,16,Firefighter Ted / by Andrea Beaty ; and Pascal Lemaitre.,NA,"Beaty, Andrea","Fire fighters Juvenile fiction, Schools Fiction, Imagination Fiction, Humorous stories","Margaret K. McElderry Books,",2009.
Physical,Horizon,BOOK,2013,4,8,Doctor Ted / by Andrea Beaty and [illustrator] Pascal Lemaître.,NA,"Beaty, Andrea","Physicians Juvenile fiction, Medical fiction, Imagination Fiction","Margaret K. McElderry Books,",2008.
Physical,Horizon,BOOK,2013,4,1,Cicada summer / Andrea Beaty.,NA,"Beaty, Andrea","Brothers and sisters Fiction, Emotional problems Fiction, Death Juvenile fiction, Grief Juvenile fiction, Secrets Juvenile fiction, Illinois Juvenile fiction","Amulet Books,",2008.
Physical,Horizon,BOOK,2013,4,10,Hide and sheep / by Andrea Beaty ; illustrated by Bill Mayer.,NA,"Beaty, Andrea","Sheep Fiction, Counting Fiction, Stories in rhyme Juvenile fiction","Margaret K. McElderry Books,",2011.
Physical,Horizon,BOOK,2013,4,4,Attack of the fluffy bunnies / written by Andrea Beaty ; illustrated by Dan Santat.,NA,"Beaty, Andrea","Extraterrestrial beings Fiction, Camps Juvenile fiction, Twins Juvenile fiction, Brothers and sisters Fiction, Humorous stories","Amulet Books,",2010.
Physical,Horizon,BOOK,2013,4,5,"Iggy Peck, architect / by Andrea Beaty ; illustrated by David Roberts.",NA,"Beaty, Andrea","Building Juvenile fiction, Schools Juvenile fiction, School field trips Juvenile fiction, Stories in rhyme","Abrams Books for Young Readers,",2007.
Physical,Horizon,BOOK,2013,5,3,Attack of the fluffy bunnies / written by Andrea Beaty ; illustrated by Dan Santat.,NA,"Beaty, Andrea","Extraterrestrial beings Fiction, Camps Juvenile fiction, Twins Juvenile fiction, Brothers and sisters Fiction, Humorous stories","Amulet Books,",2010.
Physical,Horizon,BOOK,2013,5,15,Hide and sheep / by Andrea Beaty ; illustrated by Bill Mayer.,NA,"Beaty, Andrea","Sheep Fiction, Counting Fiction, Stories in rhyme Juvenile fiction","Margaret K. McElderry Books,",2011.
Physical,Horizon,BOOK,2013,5,7,"Hush, Baby Ghostling / by Andrea Beaty ; and [illustrated by] Pascal Lemaitre.",NA,"Beaty, Andrea","Bedtime Juvenile fiction, Ghosts Fiction, Mother and child Juvenile fiction, Monsters Juvenile fiction","Margaret K. McElderry Books,",c2009.
Physical,Horizon,BOOK,2013,5,14,Artist Ted / by Andrea Beaty and Pascal Lemaitre [illustrator].,NA,"Beaty, Andrea","Artists Juvenile fiction, Schools Fiction, Imagination Fiction, Humorous stories","Margaret K. McElderry Books,",2012.
Physical,Horizon,BOOK,2013,5,8,Doctor Ted / by Andrea Beaty and [illustrator] Pascal Lemaître.,NA,"Beaty, Andrea","Physicians Juvenile fiction, Medical fiction, Imagination Fiction","Margaret K. McElderry Books,",2008.
Physical,Horizon,BOOK,2013,5,6,Dorko the magnificent / Andrea Beaty.,NA,"Beaty, Andrea","Magicians Juvenile fiction, Magic tricks Juvenile fiction, Grandmothers Juvenile fiction, Families Juvenile fiction, Humorous fiction, Family life Fiction, Humorous stories","Amulet Books,",2013.
Physical,Horizon,BOOK,2013,5,4,"Iggy Peck, architect / by Andrea Beaty ; illustrated by David Roberts.",NA,"Beaty, Andrea","Building Juvenile fiction, Schools Juvenile fiction, School field trips Juvenile fiction, Stories in rhyme","Abrams Books for Young Readers,",2007.
Physical,Horizon,BOOK,2013,5,6,When giants come to play / written by Andrea Beaty ; illustrated by Kevin Hawkes.,NA,"Beaty, Andrea","Giants Juvenile fiction, Games Juvenile fiction","Abrams Books for Young Readers,",2006.
Physical,Horizon,BOOK,2013,5,17,Firefighter Ted / by Andrea Beaty ; and Pascal Lemaitre.,NA,"Beaty, Andrea","Fire fighters Juvenile fiction, Schools Fiction, Imagination Fiction, Humorous stories","Margaret K. McElderry Books,",2009.
Physical,Horizon,BOOK,2013,6,10,Doctor Ted / by Andrea Beaty and [illustrator] Pascal Lemaître.,NA,"Beaty, Andrea","Physicians Juvenile fiction, Medical fiction, Imagination Fiction","Margaret K. McElderry Books,",2008.
Physical,Horizon,BOOK,2013,6,9,Dorko the magnificent / Andrea Beaty.,NA,"Beaty, Andrea","Magicians Juvenile fiction, Magic tricks Juvenile fiction, Grandmothers Juvenile fiction, Families Juvenile fiction, Humorous fiction, Family life Fiction, Humorous stories","Amulet Books,",2013.
Physical,Horizon,BOOK,2013,6,13,Artist Ted / by Andrea Beaty and Pascal Lemaitre [illustrator].,NA,"Beaty, Andrea","Artists Juvenile fiction, Schools Fiction, Imagination Fiction, Humorous stories","Margaret K. McElderry Books,",2012.
Physical,Horizon,BOOK,2013,6,8,Attack of the fluffy bunnies / written by Andrea Beaty ; illustrated by Dan Santat.,NA,"Beaty, Andrea","Extraterrestrial beings Fiction, Camps Juvenile fiction, Twins Juvenile fiction, Brothers and sisters Fiction, Humorous stories","Amulet Books,",2010.
Physical,Horizon,BOOK,2013,6,16,Firefighter Ted / by Andrea Beaty ; and Pascal Lemaitre.,NA,"Beaty, Andrea","Fire fighters Juvenile fiction, Schools Fiction, Imagination Fiction, Humorous stories","Margaret K. McElderry Books,",2009.
Physical,Horizon,BOOK,2013,6,5,When giants come to play / written by Andrea Beaty ; illustrated by Kevin Hawkes.,NA,"Beaty, Andrea","Giants Juvenile fiction, Games Juvenile fiction","Abrams Books for Young Readers,",2006.
Physical,Horizon,BOOK,2013,6,8,"Iggy Peck, architect / by Andrea Beaty ; illustrated by David Roberts.",NA,"Beaty, Andrea","Building Juvenile fiction, Schools Juvenile fiction, School field trips Juvenile fiction, Stories in rhyme","Abrams Books for Young Readers,",2007.
Physical,Horizon,BOOK,2013,6,4,"Hush, Baby Ghostling / by Andrea Beaty ; and [illustrated by] Pascal Lemaitre.",NA,"Beaty, Andrea","Bedtime Juvenile fiction, Ghosts Fiction, Mother and child Juvenile fiction, Monsters Juvenile fiction","Margaret K. McElderry Books,",c2009.
Physical,Horizon,BOOK,2013,6,13,Hide and sheep / by Andrea Beaty ; illustrated by Bill Mayer.,NA,"Beaty, Andrea","Sheep Fiction, Counting Fiction, Stories in rhyme Juvenile fiction","Margaret K. McElderry Books,",2011.
Physical,Horizon,BOOK,2013,7,9,"Hush, Baby Ghostling / by Andrea Beaty ; and [illustrated by] Pascal Lemaitre.",NA,"Beaty, Andrea","Bedtime Juvenile fiction, Ghosts Fiction, Mother and child Juvenile fiction, Monsters Juvenile fiction","Margaret K. McElderry Books,",c2009.
Physical,Horizon,BOOK,2013,7,5,When giants come to play / written by Andrea Beaty ; illustrated by Kevin Hawkes.,NA,"Beaty, Andrea","Giants Juvenile fiction, Games Juvenile fiction","Abrams Books for Young Readers,",2006.
Physical,Horizon,BOOK,2013,7,9,"Iggy Peck, architect / by Andrea Beaty ; illustrated by David Roberts.",NA,"Beaty, Andrea","Building Juvenile fiction, Schools Juvenile fiction, School field trips Juvenile fiction, Stories in rhyme","Abrams Books for Young Readers,",2007.
Physical,Horizon,BOOK,2013,7,10,Doctor Ted / by Andrea Beaty and [illustrator] Pascal Lemaître.,NA,"Beaty, Andrea","Physicians Juvenile fiction, Medical fiction, Imagination Fiction","Margaret K. McElderry Books,",2008.
Physical,Horizon,BOOK,2013,7,13,Artist Ted / by Andrea Beaty and Pascal Lemaitre [illustrator].,NA,"Beaty, Andrea","Artists Juvenile fiction, Schools Fiction, Imagination Fiction, Humorous stories","Margaret K. McElderry Books,",2012.
Physical,Horizon,BOOK,2013,7,12,Hide and sheep / by Andrea Beaty ; illustrated by Bill Mayer.,NA,"Beaty, Andrea","Sheep Fiction, Counting Fiction, Stories in rhyme Juvenile fiction","Margaret K. McElderry Books,",2011.
Physical,Horizon,BOOK,2013,7,5,Attack of the fluffy bunnies / written by Andrea Beaty ; illustrated by Dan Santat.,NA,"Beaty, Andrea","Extraterrestrial beings Fiction, Camps Juvenile fiction, Twins Juvenile fiction, Brothers and sisters Fiction, Humorous stories","Amulet Books,",2010.
Physical,Horizon,BOOK,2013,7,1,Cicada summer / Andrea Beaty.,NA,"Beaty, Andrea","Brothers and sisters Fiction, Emotional problems Fiction, Death Juvenile fiction, Grief Juvenile fiction, Secrets Juvenile fiction, Illinois Juvenile fiction","Amulet Books,",2008.
Physical,Horizon,BOOK,2013,7,5,Dorko the magnificent / Andrea Beaty.,NA,"Beaty, Andrea","Magicians Juvenile fiction, Magic tricks Juvenile fiction, Grandmothers Juvenile fiction, Families Juvenile fiction, Humorous fiction, Family life Fiction, Humorous stories","Amulet Books,",2013.
Physical,Horizon,BOOK,2013,7,22,Firefighter Ted / by Andrea Beaty ; and Pascal Lemaitre.,NA,"Beaty, Andrea","Fire fighters Juvenile fiction, Schools Fiction, Imagination Fiction, Humorous stories","Margaret K. McElderry Books,",2009.
Physical,Horizon,BOOK,2013,8,2,When giants come to play / written by Andrea Beaty ; illustrated by Kevin Hawkes.,NA,"Beaty, Andrea","Giants Juvenile fiction, Games Juvenile fiction","Abrams Books for Young Readers,",2006.
Physical,Horizon,BOOK,2013,8,9,"Iggy Peck, architect / by Andrea Beaty ; illustrated by David Roberts.",NA,"Beaty, Andrea","Building Juvenile fiction, Schools Juvenile fiction, School field trips Juvenile fiction, Stories in rhyme","Abrams Books for Young Readers,",2007.
Physical,Horizon,BOOK,2013,8,11,Artist Ted / by Andrea Beaty and Pascal Lemaitre [illustrator].,NA,"Beaty, Andrea","Artists Juvenile fiction, Schools Fiction, Imagination Fiction, Humorous stories","Margaret K. McElderry Books,",2012.
Physical,Horizon,BOOK,2013,8,8,Firefighter Ted / by Andrea Beaty ; and Pascal Lemaitre.,NA,"Beaty, Andrea","Fire fighters Juvenile fiction, Schools Fiction, Imagination Fiction, Humorous stories","Margaret K. McElderry Books,",2009.
Physical,Horizon,BOOK,2013,8,6,Attack of the fluffy bunnies / written by Andrea Beaty ; illustrated by Dan Santat.,NA,"Beaty, Andrea","Extraterrestrial beings Fiction, Camps Juvenile fiction, Twins Juvenile fiction, Brothers and sisters Fiction, Humorous stories","Amulet Books,",2010.
Physical,Horizon,BOOK,2013,8,3,"Hush, Baby Ghostling / by Andrea Beaty ; and [illustrated by] Pascal Lemaitre.",NA,"Beaty, Andrea","Bedtime Juvenile fiction, Ghosts Fiction, Mother and child Juvenile fiction, Monsters Juvenile fiction","Margaret K. McElderry Books,",c2009.
Physical,Horizon,BOOK,2013,8,9,Doctor Ted / by Andrea Beaty and [illustrator] Pascal Lemaître.,NA,"Beaty, Andrea","Physicians Juvenile fiction, Medical fiction, Imagination Fiction","Margaret K. McElderry Books,",2008.
Physical,Horizon,BOOK,2013,8,5,Dorko the magnificent / Andrea Beaty.,NA,"Beaty, Andrea","Magicians Juvenile fiction, Magic tricks Juvenile fiction, Grandmothers Juvenile fiction, Families Juvenile fiction, Humorous fiction, Family life Fiction, Humorous stories","Amulet Books,",2013.
