WHO_REGION,ISO_code,Cname,Disease,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
AMR,GUY,Guyana,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,1010,0,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMR,HTI,Haiti,ntetanus,3,3,NA,13,3,15,0,0,0,0,16,38,53,71,33,4,27,84,40,42,1,33,NA,78,NA,NA,NA,NA,143,153,63,75,57,57,98,125,68,4,0
AMR,HND,Honduras,ntetanus,1,0,0,2,0,0,2,2,1,1,1,0,0,0,1,4,2,1,0,2,6,1,4,3,10,5,10,18,39,20,24,21,24,20,20,0,2,1,0
EUR,HUN,Hungary,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EUR,ISL,Iceland,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
SEAR,IND,India,ntetanus,129,295,227,491,492,415,588,734,521,898,876,1076,625,821,1183,1720,1580,1718,3287,610,2049,3011,1313,1783,2285,4439,4011,11241,9313,11114,11849,NA,NA,NA,NA,NA,NA,NA,NA
SEAR,IDN,Indonesia,ntetanus,14,25,33,79,75,69,106,114,147,158,183,141,118,132,210,177,64,82,466,54,63,546,815,807,679,652,755,618,1427,1448,1050,135,494,662,999,612,1283,1506,954
EMR,IRN,Iran (Islamic Republic of),ntetanus,0,1,0,5,1,3,2,3,2,3,4,3,7,1,NA,2,8,7,13,12,14,14,21,13,21,12,18,9,26,46,85,95,NA,NA,NA,NA,107,NA,NA
EMR,IRQ,Iraq,ntetanus,3,8,5,6,3,10,11,10,11,17,9,6,9,18,16,NA,NA,22,37,49,38,73,76,64,89,171,233,106,152,214,282,104,310,680,634,721,922,803,891
EUR,IRL,Ireland,ntetanus,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
EUR,ISR,Israel,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,2,1,0
EUR,ITA,Italy,ntetanus,NA,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMR,JAM,Jamaica,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,3,0
WPR,JPN,Japan,ntetanus,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
EMR,JOR,Jordan,ntetanus,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,1,4,3,4,3,3,1,2,2,2,5,6,6,6,9,7,6,8,13,8,24,21,26,15,23
EUR,KAZ,Kazakhstan,ntetanus,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,KEN,Kenya,ntetanus,NA,NA,317,32,36,1,2,NA,7,9,30,52,38,56,78,41,95,132,1278,259,71,27,23,30,50,8,NA,NA,1612,NA,NA,NA,23,17,NA,NA,497,NA,NA
WPR,KIR,Kiribati,ntetanus,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,3,3,4,2,1,0,0,NA,0,0,0,0,NA,NA,NA
EMR,KWT,Kuwait,ntetanus,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,3,1,0,9
EUR,KGZ,Kyrgyzstan,ntetanus,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,LAO,Lao People's Democratic Republic (the),ntetanus,16,17,16,19,NA,18,11,6,7,8,5,15,8,12,14,17,16,17,21,18,17,12,17,6,10,5,12,20,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
EUR,LVA,Latvia,ntetanus,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,LBN,Lebanon,ntetanus,0,1,0,0,NA,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,4,3,3,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
AFR,LSO,Lesotho,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,1,3,10,0,NA
AFR,LBR,Liberia,ntetanus,14,22,6,2,0,0,12,3,4,4,8,13,22,13,1,40,21,43,152,174,166,84,74,24,59,119,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207
EMR,LBY,Libya,ntetanus,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,0,0,3,3,1,7,10,10,8,15,0,10,NA,NA,NA
EUR,LTU,Lithuania,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,LUX,Luxembourg,ntetanus,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFR,MDG,Madagascar,ntetanus,30,17,27,13,7,8,9,43,6,6,8,10,5,34,7,6,6,18,13,26,39,46,61,7,6,20,17,32,208,183,234,NA,NA,NA,NA,NA,NA,NA,NA
AFR,MWI,Malawi,ntetanus,9,3,2,2,1,7,1,8,4,7,5,7,6,6,11,7,7,15,12,6,1,8,1,6,14,37,84,NA,211,NA,NA,196,327,391,274,405,358,395,163
WPR,MYS,Malaysia,ntetanus,26,16,6,16,8,6,9,3,10,5,13,14,11,6,14,8,4,8,20,10,13,11,9,12,9,20,28,13,11,21,15,40,51,49,64,36,47,38,60
SEAR,MDV,Maldives,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,4,1,3,1,NA,56,0,0,0,0,0,0,0,0,NA
AFR,MLI,Mali,ntetanus,10,7,8,8,13,12,10,11,7,13,6,19,17,20,25,37,37,34,73,29,31,9,37,33,28,40,73,171,203,230,NA,NA,NA,455,NA,NA,NA,NA,NA
EUR,MLT,Malta,ntetanus,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WPR,MHL,Marshall Islands (the),ntetanus,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
AFR,MRT,Mauritania,ntetanus,0,3,2,2,6,NA,0,NA,1,1,2,0,0,NA,2,4,4,8,NA,9,11,1,NA,1,1,0,6,26,16,20,34,44,120,99,58,NA,NA,NA,NA
AFR,MUS,Mauritius,ntetanus,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,2,4
AMR,MEX,Mexico,ntetanus,0,1,2,0,1,0,0,1,3,0,1,4,4,1,4,4,0,6,9,7,25,44,64,67,83,98,137,152,145,87,108,84,57,0,0,0,0,0,0
WPR,FSM,Micronesia (Federated States of),ntetanus,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,MCO,Monaco,ntetanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WPR,MNG,Mongolia,ntetanus,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EUR,MNE,Montenegro,ntetanus,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,MAR,Morocco,ntetanus,3,NA,NA,NA,NA,1,4,4,7,1,8,4,4,NA,7,5,5,3,2,9,6,4,14,14,9,9,23,21,28,43,72,147,131,104,120,103,95,3,NA
AFR,MOZ,Mozambique,ntetanus,160,0,NA,271,NA,59,NA,47,72,41,11,17,17,26,9,24,8,36,42,32,43,52,37,19,56,45,45,59,34,68,71,67,82,120,74,107,178,165,101
SEAR,MMR,Myanmar,ntetanus,22,20,21,30,32,39,29,32,19,34,25,49,41,39,49,48,72,NA,41,86,75,20,41,31,71,105,113,190,27,58,57,64,72,96,100,119,123,136,124
AFR,NAM,Namibia,ntetanus,0,1,0,0,4,2,3,5,10,7,11,15,1,8,6,11,8,7,10,12,6,27,20,75,9,12,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,NRU,Nauru,ntetanus,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEAR,NPL,Nepal,ntetanus,2,7,7,266,57,87,32,95,13,18,53,32,42,29,27,51,92,327,134,NA,197,462,254,511,4,20,7,8,0,3,50,49,58,79,92,43,39,48,NA
EUR,NLD,Netherlands (the),ntetanus,0,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WPR,NZL,New Zealand,ntetanus,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,NIC,Nicaragua,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,4,4,7,9,11,15,17,26,32,28,30,75,102,111,30,157
AFR,NER,Niger (the),ntetanus,9,7,7,8,4,1,3,11,13,14,16,23,21,26,43,37,32,39,55,30,27,33,40,61,28,46,56,74,39,NA,299,285,222,115,154,210,251,311,NA
AFR,NGA,Nigeria,ntetanus,130,187,34,53,104,468,110,82,176,90,721,163,1667,1903,777,NA,752,1441,1643,NA,1871,656,1117,388,693,1879,896,1103,1060,498,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,NIU,Niue,ntetanus,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0
EUR,MKD,North Macedonia,ntetanus,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,NOR,Norway,ntetanus,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
EMR,OMN,Oman,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,8,11,11,5,10,NA,NA,NA
EMR,PAK,Pakistan,ntetanus,0,478,NA,667,NA,898,320,505,508,781,809,586,548,518,551,812,935,1107,1380,1555,1918,2053,2012,1580,1842,1685,1737,1430,1067,1449,1971,2300,1064,576,535,881,907,775,1085
WPR,PLW,Palau,ntetanus,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMR,PAN,Panama,ntetanus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,2,2,3,6,5,9,7,7,12,12,8,15,20,23,19
WPR,PNG,Papua New Guinea,ntetanus,0,0,0,0,0,27,32,56,32,125,NA,NA,58,50,50,54,71,75,138,52,47,52,NA,134,159,177,163,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
AMR,PRY,Paraguay,ntetanus,0,0,0,0,0,0,1,0,2,1,1,0,2,2,5,4,8,8,7,10,13,20,10,16,20,29,18,33,38,37,55,59,59,76,81,114,113,104,99
AMR,PER,Peru,ntetanus,1,0,1,2,1,1,0,1,5,1,2,4,4,2,4,11,8,8,10,12,14,36,46,94,130,120,140,89,93,183,143,138,89,72,214,200,229,264,294
WPR,PHL,Philippines (the),ntetanus,54,82,85,72,92,77,131,166,126,172,132,121,161,177,250,239,163,283,281,332,50,338,NA,288,336,455,347,224,291,254,1115,1042,1210,1244,1200,1043,1095,1022,1506
EUR,POL,Poland,ntetanus,0,0,0,NA,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
EUR,PRT,Portugal,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,2,0,0,0,0,1,0,0,0,0,3,3,0,0,2,6,9
EMR,QAT,Qatar,ntetanus,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
WPR,KOR,Republic of Korea (the),ntetanus,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
EUR,MDA,Republic of Moldova (the),ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,ROU,Romania,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,1,1,0,1,1,2,0,NA,NA,NA,NA
EUR,RUS,Russian Federation (the),ntetanus,0,NA,NA,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,40,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,RWA,Rwanda,ntetanus,2,1,2,NA,0,0,0,0,0,0,1,1,2,4,3,0,18,18,5,0,NA,0,1,1,0,7,2,1,1,40,100,85,78,NA,NA,NA,NA,NA,NA
AMR,KNA,Saint Kitts and Nevis,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMR,LCA,Saint Lucia,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMR,VCT,Saint Vincent and the Grenadines,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WPR,WSM,Samoa,ntetanus,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
EUR,SMR,San Marino,ntetanus,0,0,0,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA
AFR,STP,Sao Tome and Principe,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,3,3,0,0,0,4,NA,4,8,8,5,0,0,0,0,NA
EMR,SAU,Saudi Arabia,ntetanus,4,NA,3,1,2,10,14,14,4,10,13,21,18,22,37,31,28,27,NA,NA,10,26,28,25,33,35,15,12,13,29,33,35,25,NA,NA,NA,NA,NA,NA
AFR,SEN,Senegal,ntetanus,6,3,13,5,4,4,14,21,12,16,16,28,20,13,26,33,38,45,0,5,16,16,22,NA,24,63,52,100,67,80,91,17,NA,NA,NA,NA,704,NA,NA
EUR,SRB,Serbia,ntetanus,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,NA,3,0,NA,4,1,1,9,0,2,0,0,8,6,12,15,25,11,17
AFR,SYC,Seychelles,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
AFR,SLE,Sierra Leone,ntetanus,36,43,6,11,NA,9,23,56,5,12,12,8,15,10,11,93,200,38,36,NA,NA,0,NA,25,55,82,61,NA,26,NA,12,45,54,583,601,663,692,577,NA
WPR,SGP,Singapore,ntetanus,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,1,3,1,1,2
EUR,SVK,Slovakia,ntetanus,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,SVN,Slovenia,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,SLB,Solomon Islands,ntetanus,0,0,NA,NA,NA,0,0,0,0,0,0,0,1,2,0,0,0,0,NA,NA,0,1,1,3,0,1,3,3,4,4,2,0,0,NA,NA,NA,NA,NA,NA
EMR,SOM,Somalia,ntetanus,NA,NA,NA,NA,NA,182,224,233,74,53,NA,31,NA,NA,NA,NA,NA,NA,966,NA,99,NA,102,NA,NA,NA,NA,NA,NA,946,159,63,22,41,58,60,NA,NA,NA
AFR,ZAF,South Africa,ntetanus,0,NA,NA,2,2,0,1,3,NA,1,1,3,10,3,8,10,6,10,11,2,6,9,9,9,19,32,13,44,58,71,105,157,82,136,149,176,136,214,166
AFR,SSD,South Sudan,ntetanus,NA,0,NA,0,0,25,48,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,ESP,Spain,ntetanus,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,14,10,NA,0,NA
SEAR,LKA,Sri Lanka,ntetanus,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,2,3,1,8,4,8,7,7,9,11,14,10,5,9,39,37,49,76,123,70,182,219,339
EMR,SDN,Sudan (the),ntetanus,NA,60,62,NA,133,88,128,168,260,148,172,172,115,94,88,112,97,99,88,66,53,95,40,21,70,71,150,NA,28,NA,NA,NA,2050,18,NA,NA,NA,92,90
AMR,SUR,Suriname,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
EUR,SWE,Sweden,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
EUR,CHE,Switzerland,ntetanus,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
EMR,SYR,Syrian Arab Republic (the),ntetanus,0,1,2,1,NA,0,1,2,5,4,4,6,3,5,8,11,16,18,15,23,32,45,61,106,74,74,82,50,55,90,116,140,192,124,151,100,144,85,91
EUR,TJK,Tajikistan,ntetanus,NA,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEAR,THA,Thailand,ntetanus,0,0,0,0,2,2,4,1,3,1,3,4,3,6,11,6,9,11,17,25,20,25,32,38,68,67,120,166,212,286,325,414,508,564,548,566,677,630,664
SEAR,TLS,Timor-Leste,ntetanus,1,1,1,0,0,1,4,2,7,2,1,4,9,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,TGO,Togo,ntetanus,14,16,11,12,18,26,20,28,28,17,5,18,15,10,8,28,42,29,33,41,39,14,27,13,32,7,27,24,42,97,64,143,101,118,115,117,139,237,217
WPR,TON,Tonga,ntetanus,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
AMR,TTO,Trinidad and Tobago,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EMR,TUN,Tunisia,ntetanus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,2,2,3,4,4,7,7,3,7,8,9,13,21,37,25,33,45,44,34,36,13
EUR,TUR,Turkey,ntetanus,0,0,0,0,1,0,0,0,2,0,7,5,18,32,15,41,32,32,26,NA,30,33,61,63,51,46,29,68,67,63,51,46,66,41,NA,NA,NA,NA,NA
EUR,TKM,Turkmenistan,ntetanus,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,TUV,Tuvalu,ntetanus,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
AFR,UGA,Uganda,ntetanus,78,16,73,136,84,406,149,207,98,151,100,102,143,107,152,316,611,520,470,209,583,158,167,307,523,NA,605,NA,129,110,144,NA,NA,NA,NA,NA,NA,NA,NA
EUR,UKR,Ukraine,ntetanus,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,ARE,United Arab Emirates (the),ntetanus,0,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,6,8,5,7,7,3,NA
EUR,GBR,United Kingdom of Great Britain and Northern Ireland (the),ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFR,TZA,United Republic of Tanzania,ntetanus,0,NA,NA,NA,2,0,0,0,5,6,6,18,11,7,19,14,32,41,48,40,34,21,19,29,25,53,91,114,28,1078,NA,274,326,158,83,NA,NA,421,652
AMR,USA,United States of America (the),ntetanus,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0
AMR,URY,Uruguay,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
EUR,UZB,Uzbekistan,ntetanus,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,VUT,Vanuatu,ntetanus,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,3,2,1,0,6,NA,0,2,0,0,1,0,0,0,2,1,1,0,2,0,0,2,2,3
AMR,VEN,Venezuela (Bolivarian Republic of),ntetanus,0,1,2,0,2,1,1,3,2,1,0,1,4,2,0,0,4,0,2,4,7,7,14,18,14,27,29,35,28,46,43,53,59,70,77,101,132,143,129
WPR,VNM,Viet Nam,ntetanus,37,52,32,47,34,46,39,32,35,33,34,36,27,35,46,76,95,104,142,219,266,257,257,330,422,333,187,334,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,YEM,Yemen,ntetanus,116,0,NA,117,NA,66,80,38,93,30,46,48,101,46,50,84,122,121,174,131,NA,NA,NA,12,3,8,21,NA,NA,19,48,49,16,61,119,139,73,31,7
AFR,ZMB,Zambia,ntetanus,71,26,0,0,NA,0,0,0,0,0,13,0,37,29,33,41,102,39,130,161,NA,34,15,24,21,29,5,6,57,NA,196,270,388,NA,147,NA,NA,NA,NA
AFR,ZWE,Zimbabwe,ntetanus,0,3,0,4,0,4,6,7,1,4,1,5,2,5,6,4,9,13,16,12,7,12,5,18,24,12,23,28,16,58,21,67,358,218,245,85,428,118,134
EMR,AFG,Afghanistan,pertussis,488,1,0,432,0,371,1497,0,0,0,2448,5904,2515,2173,558,NA,1439,NA,896,1582,896,NA,NA,NA,NA,NA,NA,541,411,1494,4587,6073,5872,8531,6175,10209,8528,15388,15748
EUR,ALB,Albania,pertussis,19,7,43,NA,NA,6,16,4,0,10,10,13,0,15,72,11,20,36,89,27,24,78,228,136,244,124,51,275,329,302,508,112,115,172,89,126,312,280,137
AFR,DZA,Algeria,pertussis,17,6,2,0,0,69,104,1,0,1,28,0,23,18,7,22,57,137,NA,4,10,30,9,NA,4,44,25,16,23,32,45,69,24,520,894,395,663,967,710
EUR,AND,Andorra,pertussis,2,0,3,16,1,6,3,4,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,AGO,Angola,pertussis,0,NA,0,0,0,0,1259,1554,2539,1127,1148,921,1328,0,1675,2654,0,740,560,NA,NA,NA,NA,NA,NA,1458,NA,10078,14420,21674,14343,10015,6953,15846,23993,28461,31429,31481,54126
AMR,ATG,Antigua and Barbuda,pertussis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMR,ARG,Argentina,pertussis,900,864,1686,975,561,1112,1239,3185,804,1743,3085,2587,1607,2060,976,643,267,431,515,592,677,640,767,1208,1497,1201,2166,2330,2012,2943,3685,1722,1952,4654,16288,6115,6383,21695,27223
EUR,ARM,Armenia,pertussis,160,77,15,27,85,30,8,1,4,11,3,1,2,6,7,3,3,1,10,13,19,5,2,12,329,98,124,327,469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
